Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,84.0165786743164,84.0165786743164,81.9046859741211,82.50152587890625,82.50152587890625,22576657
2010-01-05,82.96063232421875,85.62345123291016,82.96063232421875,84.88887786865234,84.88887786865234,38561060
2010-01-06,85.53163146972656,86.26620483398438,84.29204559326172,85.66936492919922,85.66936492919922,32289584
2010-01-07,85.99073791503906,85.99073791503906,83.32791900634766,84.42977142333984,84.42977142333984,21782582
2010-01-08,84.5675048828125,86.58757781982422,84.5675048828125,85.11843872070312,85.11843872070312,25676237
2010-01-11,85.99073791503906,87.41397094726562,85.4857177734375,87.00077056884766,87.00077056884766,29657207
2010-01-12,87.32215118408203,87.59761047363281,83.78702545166016,84.5675048828125,84.5675048828125,25142697
2010-01-13,84.29204559326172,85.80709838867188,82.40970611572266,85.3938980102539,85.3938980102539,27717641
2010-01-14,86.12847137451172,86.26620483398438,83.5574722290039,83.7411117553711,83.7411117553711,19274030
2010-01-15,84.2002182006836,84.75115203857422,81.26193237304688,81.8128662109375,81.8128662109375,25493914
2010-01-18,82.6392593383789,83.78702545166016,81.4455795288086,82.77699279785156,82.77699279785156,17957024
2010-01-19,83.0983657836914,83.190185546875,79.6091537475586,80.0682601928711,80.0682601928711,17547664
2010-01-20,80.75691986083984,81.17011260986328,78.50729370117188,79.1500473022461,79.1500473022461,16034775
2010-01-21,78.59911346435547,79.05821990966797,75.61492156982422,76.02811431884766,76.02811431884766,27369638
2010-01-22,74.37532806396484,74.78852844238281,71.71250915527344,72.90618896484375,72.90618896484375,33601305
2010-01-25,73.45711517333984,73.45711517333984,69.32515716552734,69.83016967773438,69.83016967773438,27441963
2010-01-27,68.86605072021484,71.52886962890625,66.11140441894531,67.21326446533203,67.21326446533203,38316393
2010-01-28,69.32515716552734,70.19745635986328,66.84597778320312,68.31511688232422,68.31511688232422,32146877
2010-01-29,67.81010437011719,71.43704223632812,66.15731811523438,70.9320297241211,70.9320297241211,30973133
2010-02-01,71.16158294677734,73.08982849121094,69.92198944091797,72.1257095336914,72.1257095336914,34958196
2010-02-02,72.99800872802734,73.77849578857422,69.41697692871094,69.92198944091797,69.92198944091797,33609127
2010-02-03,70.24337005615234,71.98797607421875,70.24337005615234,70.97793579101562,70.97793579101562,17844717
2010-02-04,71.11566925048828,71.11566925048828,66.89188385009766,67.25917053222656,67.25917053222656,22853470
2010-02-05,64.8259048461914,66.6623306274414,63.40267562866211,65.56047821044922,65.56047821044922,29886881
2010-02-08,67.94783020019531,69.32515716552734,65.8359375,68.86605072021484,68.86605072021484,26084569
